,Product Name,Month,Year,Channel,Sub-channel,Sales
3888,Afluferon Entrarenone,July,2019,Hospital,Private,3120.0
19331,Enzastryl,March,2017,Hospital,Private,3120.0
14609,Clinolan Pitoletra,May,2020,Pharmacy,Retail,3120.0
3445,Afaxacin,August,2019,Hospital,Government,3120.0
5456,Aldevac,May,2018,Hospital,Government,3120.0
34631,Quiniprosyn,April,2019,Pharmacy,Retail,3115.0
6972,Alpradipine,March,2020,Hospital,Government,3115.0
41653,Topifribrate,April,2020,Hospital,Private,3105.0
21145,Feruprazole,August,2020,Hospital,Private,3105.0
993,Acantaine,December,2019,Pharmacy,Retail,3102.0
24872,Interfestar,May,2020,Pharmacy,Institution,3100.0
24796,Interfestar,January,2017,Hospital,Private,3100.0
33286,Primatate Univatol,September,2019,Pharmacy,Institution,3096.0
39732,Syntheruvax Proracin,September,2019,Hospital,Government,3096.0
16832,Dexacilin Triline,July,2017,Pharmacy,Retail,3096.0
7683,Amlominphen Dexanovate,January,2019,Pharmacy,Institution,3094.0
20921,Fentalac,September,2019,Pharmacy,Institution,3090.0
20810,Fentalac,January,2019,Hospital,Private,3090.0
20905,Fentalac,October,2019,Pharmacy,Institution,3090.0
43487,Veratorol Ciclovatol,May,2020,Hospital,Private,3080.0
43359,Veratorol Ciclovatol,April,2020,Hospital,Government,3080.0
22052,Fosinofen,September,2017,Pharmacy,Institution,3080.0
14857,Comzyme,April,2019,Hospital,Private,3078.0
32034,Pazofenac,January,2019,Hospital,Private,3075.0
555,Abobozolid,October,2020,Pharmacy,Retail,3075.0
24427,Interfedox Pilobamol,January,2020,Hospital,Private,3075.0
4262,Agalsiline,July,2017,Pharmacy,Institution,3072.0
4284,Agalsiline,June,2019,Hospital,Government,3072.0
12908,Cephozumab Synmethate,November,2019,Pharmacy,Institution,3072.0
15816,Dantocept Ferurenone,August,2017,Hospital,Private,3070.0
5474,Aldevac,November,2018,Pharmacy,Institution,3068.0
17576,Diazemid Felcept,January,2017,Pharmacy,Retail,3065.0
10494,Asparathasone Unipan,August,2019,Pharmacy,Institution,3060.0
33445,Proderal,November,2019,Pharmacy,Retail,3060.0
35565,Rebedase Aplencor,September,2020,Hospital,Private,3060.0
10493,Asparathasone Unipan,August,2019,Hospital,Private,3060.0
21826,Formolovir Amanferon,May,2020,Hospital,Government,3056.0
4450,Aggrakine,January,2020,Pharmacy,Retail,3055.0
4491,Aggrakine,March,2019,Hospital,Government,3055.0
11781,Betanem,October,2019,Hospital,Government,3055.0
25805,Ketastadil,March,2020,Hospital,Private,3052.0
38821,Symbiroban,August,2019,Pharmacy,Retail,3050.0
38904,Symbiroban,March,2017,Pharmacy,Institution,3050.0
38945,Symbiroban,November,2019,Pharmacy,Retail,3050.0
42856,Trazobalamin,January,2020,Pharmacy,Institution,3048.0
39149,Symbisine Prednimadin,October,2019,Pharmacy,Retail,3040.0
39022,Symbisine Prednimadin,December,2019,Hospital,Private,3040.0
39131,Symbisine Prednimadin,November,2019,Hospital,Private,3040.0
23448,Ibrulinum,December,2020,Pharmacy,Retail,3040.0
13836,Claricriptine Adaferol,May,2017,Pharmacy,Retail,3036.0
24115,Immurenol Temarate,November,2017,Hospital,Private,3030.0
23986,Immurenol Temarate,April,2020,Pharmacy,Institution,3030.0
30519,Neuropogen Empibax,July,2017,Pharmacy,Institution,3025.0
13545,Ciclonazol,August,2020,Pharmacy,Retail,3025.0
34203,Pulmodiol Adalaxime,November,2019,Pharmacy,Institution,3025.0
30467,Neuropogen Empibax,August,2020,Pharmacy,Institution,3025.0
32889,Presetron,October,2019,Pharmacy,Retail,3024.0
19961,Ergomethate,October,2020,Hospital,Government,3020.0
19868,Ergomethate,January,2020,Pharmacy,Retail,3020.0
19866,Ergomethate,January,2020,Hospital,Private,3020.0
5487,Aldevac,October,2017,Pharmacy,Retail,3016.0
5460,Aldevac,May,2019,Hospital,Government,3016.0
15517,Cricane Acamsumab,June,2018,Hospital,Government,3014.0
6074,Alglutriptan,September,2017,Pharmacy,Retail,3010.0
4370,Agalsiline,September,2020,Pharmacy,Institution,3008.0
37752,Sodinel Olofribrate,June,2017,Pharmacy,Institution,3000.0
3498,Afaxacin,January,2020,Hospital,Private,3000.0
516,Abobozolid,May,2019,Hospital,Government,3000.0
7815,Amphesirox,August,2017,Hospital,Government,3000.0
37778,Sodinel Olofribrate,March,2020,Hospital,Government,3000.0
37711,Sodinel Olofribrate,February,2019,Hospital,Government,3000.0
3435,Afaxacin,April,2020,Pharmacy,Institution,3000.0
24465,Interfedox Pilobamol,March,2018,Hospital,Government,2993.0
35296,Raparidol,June,2020,Hospital,Private,2992.0
5482,Aldevac,November,2020,Pharmacy,Institution,2990.0
19332,Enzastryl,March,2017,Pharmacy,Institution,2990.0
36878,Sanctumine,October,2019,Pharmacy,Retail,2980.0
36869,Sanctumine,October,2017,Pharmacy,Institution,2980.0
36769,Sanctumine,February,2020,Hospital,Private,2980.0
32551,Pitodomide,August,2018,Pharmacy,Institution,2976.0
12443,Ceftatana Serolamide,January,2017,Pharmacy,Retail,2975.0
13753,Claricriptine Adaferol,December,2020,Pharmacy,Retail,2970.0
1014,Acantaine,January,2017,Hospital,Government,2970.0
14878,Comzyme,August,2020,Pharmacy,Institution,2964.0
19292,Enzastryl,January,2019,Pharmacy,Institution,2964.0
45253,Zynosine,April,2020,Hospital,Government,2960.0
43676,Vibratosine Alemtrace,May,2020,Hospital,Government,2959.0
43579,Vibratosine Alemtrace,December,2019,Hospital,Private,2959.0
43603,Vibratosine Alemtrace,January,2017,Hospital,Private,2959.0
32587,Pitodomide,February,2019,Pharmacy,Institution,2952.0
24354,Interfedox Pilobamol,April,2017,Pharmacy,Institution,2952.0
2787,Adrecetam Barazoxane,March,2020,Hospital,Private,2952.0
2751,Adrecetam Barazoxane,July,2019,Hospital,Private,2952.0
2679,Adrecetam Barazoxane,April,2020,Hospital,Private,2952.0
16631,Decidenu Galantrigine,January,2019,Pharmacy,Institution,2950.0
15477,Cricane Acamsumab,February,2019,Pharmacy,Retail,2948.0
14190,Clindaracil,June,2019,Hospital,Government,2941.0
1833,Acubulin,March,2018,Pharmacy,Retail,2940.0
22858,Hepavice,August,2020,Pharmacy,Retail,2940.0
25094,Interzide,October,2020,Pharmacy,Institution,2940.0
38810,Symbiroban,April,2020,Pharmacy,Retail,2928.0
2811,Adrecetam Barazoxane,November,2019,Hospital,Government,2928.0
26947,Lactubucil,May,2017,Hospital,Government,2925.0
7856,Amphesirox,February,2019,Hospital,Private,2925.0
44324,Xenaminphen,August,2020,Pharmacy,Institution,2925.0
44357,Xenaminphen,February,2020,Pharmacy,Retail,2925.0
39570,Syntheruvax Proracin,August,2018,Hospital,Government,2924.0
34985,Quixitriptan Alanesin,September,2017,Hospital,Private,2923.0
7300,Amavirase,January,2019,Hospital,Government,2922.0
38226,Stelazolid,April,2017,Hospital,Private,2920.0
24598,Interfeferon Aspipex,February,2019,Hospital,Private,2912.0
28339,Lovephilus,September,2019,Pharmacy,Institution,2910.0
28266,Lovephilus,March,2017,Hospital,Private,2910.0
13548,Ciclonazol,December,2017,Pharmacy,Institution,2904.0
16166,Dantolac Pazocor,September,2018,Pharmacy,Institution,2890.0
16202,Darlofen,August,2019,Pharmacy,Institution,2885.0
15424,Cricane Acamsumab,April,2018,Pharmacy,Institution,2882.0
33493,Proprabax,April,2019,Pharmacy,Retail,2880.0
33558,Proprabax,January,2020,Pharmacy,Institution,2880.0
4244,Agalsiline,January,2017,Hospital,Government,2880.0
32686,Pitodomide,November,2020,Pharmacy,Retail,2880.0
4222,Agalsiline,December,2019,Hospital,Government,2880.0
3592,Afaxacin,October,2020,Pharmacy,Institution,2880.0
32653,Pitodomide,March,2020,Pharmacy,Institution,2880.0
35457,Rebedase Aplencor,July,2017,Hospital,Private,2880.0
7946,Amphesirox,November,2017,Pharmacy,Retail,2875.0
7841,Amphesirox,December,2019,Pharmacy,Institution,2875.0
13794,Claricriptine Adaferol,July,2019,Hospital,Government,2871.0
23236,Ibruferon,August,2019,Pharmacy,Institution,2870.0
24501,Interfedox Pilobamol,November,2019,Hospital,Government,2870.0
23240,Ibruferon,August,2020,Pharmacy,Institution,2870.0
30120,Microroban Afatigomar,February,2020,Pharmacy,Retail,2868.0
21828,Formolovir Amanferon,May,2020,Pharmacy,Institution,2865.0
22615,Halciramine,October,2019,Pharmacy,Institution,2863.0
3750,Afinitasol,May,2020,Hospital,Private,2860.0
14508,Clinolan Pitoletra,December,2019,Hospital,Private,2860.0
5406,Aldevac,July,2017,Pharmacy,Institution,2860.0
3654,Afinitasol,December,2020,Hospital,Private,2860.0
5466,Aldevac,May,2020,Pharmacy,Institution,2860.0
2788,Adrecetam Barazoxane,March,2020,Pharmacy,Retail,2856.0
14858,Comzyme,April,2019,Pharmacy,Institution,2850.0
561,Abobozolid,September,2018,Hospital,Private,2850.0
7975,Amphesirox,September,2017,Pharmacy,Institution,2850.0
14919,Comzyme,January,2018,Pharmacy,Retail,2850.0
1605,Aclonuma,July,2017,Pharmacy,Institution,2844.0
22414,Halcifergen Nevazone,October,2017,Hospital,Private,2840.0
22425,Halcifergen Nevazone,October,2020,Hospital,Government,2840.0
11607,Benzoprox,September,2019,Hospital,Government,2840.0
6418,Alisteride Pemidizem,May,2020,Hospital,Private,2835.0
4923,Alarudin Azarolac,October,2019,Pharmacy,Institution,2835.0
5328,Aldevac,April,2017,Pharmacy,Institution,2834.0
7928,Amphesirox,May,2017,Hospital,Private,2825.0
4544,Aggrakine,October,2020,Hospital,Private,2820.0
39416,Symdocet,February,2019,Hospital,Private,2820.0
44485,Zarostral,April,2017,Pharmacy,Institution,2820.0
44667,Zarostral,September,2019,Pharmacy,Institution,2820.0
4520,Aggrakine,November,2018,Hospital,Private,2820.0
33572,Proprabax,July,2020,Hospital,Government,2816.0
33534,Proprabax,February,2018,Hospital,Private,2816.0
32827,Presetron,June,2020,Hospital,Private,2808.0
32603,Pitodomide,January,2019,Pharmacy,Retail,2808.0
32826,Presetron,June,2020,Hospital,Government,2808.0
6293,Alisteride Pemidizem,August,2017,Hospital,Government,2800.0
22885,Hepavice,February,2019,Pharmacy,Retail,2800.0
22868,Hepavice,December,2019,Hospital,Private,2800.0
14438,Clinicilin Pentozone,October,2017,Pharmacy,Institution,2800.0
7882,Amphesirox,July,2017,Pharmacy,Retail,2800.0
36941,Saprodeine Zanprosyn,December,2019,Pharmacy,Institution,2795.0
15573,Cricane Acamsumab,November,2020,Hospital,Government,2794.0
24874,Interfestar,November,2017,Hospital,Government,2790.0
5422,Aldevac,June,2017,Pharmacy,Institution,2782.0
565,Abobozolid,September,2019,Hospital,Private,2775.0
10866,Atomorelin,April,2020,Pharmacy,Institution,2775.0
10957,Atomorelin,June,2019,Pharmacy,Institution,2775.0
20369,Factofribrate,April,2019,Hospital,Private,2772.0
14247,Clindaracil,October,2017,Hospital,Private,2768.0
15832,Dantocept Ferurenone,December,2017,Hospital,Private,2763.0
2757,Adrecetam Barazoxane,July,2020,Pharmacy,Retail,2760.0
2772,Adrecetam Barazoxane,June,2020,Pharmacy,Institution,2760.0
3593,Afaxacin,October,2020,Pharmacy,Retail,2760.0
20581,Factolamide,August,2020,Pharmacy,Retail,2760.0
28587,Magnemunex,February,2017,Pharmacy,Retail,2756.0
28601,Magnemunex,January,2017,Hospital,Private,2756.0
28615,Magnemunex,January,2020,Pharmacy,Retail,2756.0
27913,Lovapur,May,2020,Hospital,Private,2755.0
41476,Tiaracil,August,2019,Pharmacy,Institution,2754.0
33299,Proderal,April,2018,Pharmacy,Retail,2754.0
4354,Agalsiline,October,2020,Pharmacy,Institution,2752.0
37765,Sodinel Olofribrate,June,2020,Pharmacy,Retail,2750.0
37779,Sodinel Olofribrate,March,2020,Hospital,Private,2750.0
15574,Cricane Acamsumab,November,2020,Hospital,Private,2750.0
30039,Methiclotide,October,2020,Pharmacy,Institution,2748.0
31202,Oxymotroban Fexoformin,April,2017,Pharmacy,Institution,2748.0
10737,Aspinavir Silovance,January,2020,Hospital,Private,2745.0
10660,Aspinavir Silovance,April,2017,Hospital,Government,2745.0
12951,Ceretosine,April,2018,Pharmacy,Institution,2744.0
44775,Zithrotrol,June,2019,Hospital,Private,2740.0
44794,Zithrotrol,March,2020,Hospital,Government,2740.0
44701,Zithrotrol,August,2020,Pharmacy,Institution,2740.0
44716,Zithrotrol,December,2020,Hospital,Private,2740.0
11123,Atrabicin Alkerotec,July,2017,Hospital,Private,2739.0
5436,Aldevac,March,2017,Hospital,Government,2730.0
19389,Enzastryl,October,2020,Hospital,Government,2730.0
6336,Alisteride Pemidizem,February,2019,Pharmacy,Retail,2730.0
15580,Cricane Acamsumab,October,2017,Pharmacy,Retail,2728.0
34014,Propratecan,November,2019,Pharmacy,Retail,2728.0
8102,Ampinonide,March,2017,Pharmacy,Retail,2728.0
24830,Interfestar,June,2017,Pharmacy,Retail,2728.0
4500,Aggrakine,May,2017,Hospital,Private,2726.0
4548,Aggrakine,September,2017,Hospital,Private,2726.0
11842,Bexridol,December,2018,Pharmacy,Institution,2720.0
17011,Dexmebital Acanplan,January,2018,Pharmacy,Retail,2720.0
33474,Proderal,September,2019,Hospital,Government,2720.0
33373,Proderal,July,2017,Pharmacy,Retail,2720.0
3356,Adtiza Gammaluble,March,2020,Pharmacy,Institution,2712.0
12733,Cephovelam,October,2019,Hospital,Government,2710.0
15587,Cricane Acamsumab,October,2019,Pharmacy,Institution,2706.0
23350,Ibruferon,May,2020,Hospital,Private,2706.0
38390,Stelazolid,October,2019,Hospital,Private,2701.0
7914,Amphesirox,March,2017,Pharmacy,Retail,2700.0
3574,Afaxacin,November,2020,Hospital,Government,2700.0
43555,Vibratosine Alemtrace,August,2017,Hospital,Private,2690.0
43165,Ultrimax Ultriset,April,2018,Pharmacy,Institution,2690.0
2799,Adrecetam Barazoxane,May,2020,Hospital,Government,2688.0
34976,Quixitriptan Alanesin,October,2019,Hospital,Government,2686.0
34954,Quixitriptan Alanesin,November,2017,Pharmacy,Institution,2686.0
32213,Penitrana,February,2020,Pharmacy,Institution,2685.0
38805,Symbiroban,April,2019,Pharmacy,Institution,2684.0
39341,Symbitrim,October,2020,Pharmacy,Institution,2680.0
44571,Zarostral,July,2019,Hospital,Government,2679.0
5404,Aldevac,July,2017,Hospital,Government,2678.0
7974,Amphesirox,September,2017,Hospital,Private,2675.0
21822,Formolovir Amanferon,May,2019,Hospital,Government,2674.0
39583,Syntheruvax Proracin,December,2017,Hospital,Private,2666.0
6717,Alpharolac,February,2019,Pharmacy,Institution,2665.0
24512,Interfedox Pilobamol,October,2017,Pharmacy,Retail,2665.0
45365,Zynosine,March,2020,Hospital,Private,2664.0
23496,Ibrulinum,July,2020,Pharmacy,Retail,2660.0
23546,Ibrulinum,November,2017,Pharmacy,Institution,2660.0
6445,Alisteride Pemidizem,October,2019,Hospital,Government,2660.0
37310,Sevoderm,December,2017,Pharmacy,Institution,2652.0
37812,Sodinel Olofribrate,November,2020,Pharmacy,Institution,2650.0
21225,Feruprazole,June,2020,Pharmacy,Retail,2645.0
1079,Acantaine,May,2017,Pharmacy,Institution,2640.0
13800,Claricriptine Adaferol,July,2020,Pharmacy,Institution,2640.0
15482,Cricane Acamsumab,January,2017,Hospital,Government,2640.0
19212,Effigine Propraprex,September,2019,Hospital,Private,2639.0
2027,Acycnafine Microvate,March,2019,Hospital,Private,2632.0
15472,Cricane Acamsumab,February,2018,Pharmacy,Institution,2631.2
19277,Enzastryl,February,2019,Pharmacy,Institution,2626.0
19278,Enzastryl,February,2019,Pharmacy,Retail,2626.0
7868,Amphesirox,January,2018,Hospital,Private,2625.0
18715,Duraprazole Agalsixolol,January,2017,Pharmacy,Institution,2625.0
495,Abobozolid,March,2017,Pharmacy,Retail,2625.0
33538,Proprabax,February,2019,Pharmacy,Institution,2624.0
4573,Aggretisol,April,2019,Pharmacy,Institution,2620.0
4672,Aggretisol,June,2020,Hospital,Private,2620.0
11423,Belavarix Benzabicin,September,2020,Pharmacy,Retail,2620.0
33352,Proderal,February,2020,Hospital,Government,2618.0
28840,Magneprex,March,2017,Pharmacy,Institution,2618.0
7735,Amlominphen Dexanovate,March,2020,Pharmacy,Retail,2618.0
33473,Proderal,September,2018,Pharmacy,Retail,2618.0
2755,Adrecetam Barazoxane,July,2020,Hospital,Private,2616.0
14481,Clinolan Pitoletra,April,2020,Pharmacy,Institution,2600.0
14593,Clinolan Pitoletra,March,2020,Pharmacy,Retail,2600.0
3872,Afluferon Entrarenone,January,2019,Hospital,Private,2600.0
3937,Afluferon Entrarenone,May,2019,Pharmacy,Institution,2600.0
14641,Clinolan Pitoletra,October,2020,Pharmacy,Retail,2600.0
14579,Clinolan Pitoletra,March,2017,Hospital,Private,2600.0
5343,Aldevac,August,2017,Hospital,Private,2600.0
14198,Clindaracil,March,2017,Hospital,Government,2595.0
45364,Zynosine,March,2020,Hospital,Government,2590.0
26275,Kinovatol,August,2019,Hospital,Private,2590.0
24537,Interfedox Pilobamol,September,2020,Hospital,Government,2583.0
16817,Dexacilin Triline,January,2018,Hospital,Government,2580.0
39666,Syntheruvax Proracin,March,2018,Hospital,Private,2580.0
19347,Enzastryl,May,2017,Hospital,Private,2574.0
15109,Cordamectin Actolamin,January,2019,Hospital,Government,2569.0
8918,Antaparin Varizyme,October,2019,Pharmacy,Institution,2565.0
38981,Symbiroban,September,2020,Pharmacy,Retail,2562.0
15316,Cortirodine Alimcline,July,2019,Hospital,Government,2560.0
15252,Cortirodine Alimcline,August,2019,Hospital,Government,2560.0
33626,Proprabax,November,2017,Pharmacy,Institution,2560.0
15285,Cortirodine Alimcline,February,2019,Hospital,Private,2560.0
15514,Cricane Acamsumab,June,2017,Hospital,Private,2552.0
15421,Cricane Acamsumab,April,2017,Pharmacy,Retail,2552.0
7952,Amphesirox,November,2019,Pharmacy,Institution,2550.0
33311,Proderal,August,2017,Pharmacy,Retail,2550.0
37822,Sodinel Olofribrate,October,2019,Hospital,Government,2550.0
2157,Acycpex,February,2020,Hospital,Government,2550.0
7824,Amphesirox,August,2019,Hospital,Private,2550.0
2138,Acycpex,December,2019,Hospital,Private,2550.0
38567,Sucprine Specbalamin,November,2020,Hospital,Government,2548.0
32611,Pitodomide,July,2017,Pharmacy,Retail,2544.0
32537,Pitodomide,April,2019,Hospital,Government,2544.0
5176,Albuterenone,December,2019,Pharmacy,Institution,2542.0
13527,Ciclonazol,April,2020,Hospital,Private,2541.0
44663,Zarostral,September,2018,Pharmacy,Institution,2538.0
17730,Diprolimus,August,2020,Pharmacy,Retail,2536.0
21140,Feruprazole,August,2019,Hospital,Government,2530.0
21301,Feruprazole,September,2019,Pharmacy,Retail,2530.0
7872,Amphesirox,January,2019,Hospital,Private,2525.0
17235,Dexmeprazole Transnuvia,June,2019,Pharmacy,Retail,2520.0
6287,Alisteride Pemidizem,April,2019,Pharmacy,Institution,2520.0
22812,Hemavate Spirolinum,September,2017,Hospital,Government,2520.0
24961,Interzide,December,2019,Hospital,Private,2520.0
17249,Dexmeprazole Transnuvia,March,2019,Hospital,Private,2520.0
29184,Malaxolol Aeroprosyn,January,2020,Hospital,Government,2510.0
29135,Malaxolol Aeroprosyn,August,2019,Pharmacy,Retail,2510.0
32225,Penitrana,January,2019,Pharmacy,Institution,2506.0
24457,Interfedox Pilobamol,June,2020,Hospital,Government,2501.0
37767,Sodinel Olofribrate,March,2017,Hospital,Private,2500.0
7839,Amphesirox,December,2019,Hospital,Government,2500.0
7781,Amlominphen Dexanovate,October,2020,Hospital,Private,2499.0
7737,Amlominphen Dexanovate,May,2017,Hospital,Private,2499.0
3864,Afluferon Entrarenone,January,2017,Hospital,Private,2496.0
32585,Pitodomide,February,2019,Hospital,Government,2496.0
39580,Syntheruvax Proracin,August,2020,Pharmacy,Institution,2494.0
11051,Atrabicin Alkerotec,April,2019,Hospital,Government,2490.0
11210,Atrabicin Alkerotec,October,2019,Hospital,Government,2490.0
11289,Belavarix Benzabicin,February,2019,Hospital,Private,2489.0
32383,Pentastrin,December,2019,Pharmacy,Retail,2485.0
21689,Formolovir Amanferon,April,2017,Pharmacy,Institution,2483.0
33364,Proderal,January,2019,Hospital,Private,2482.0
8030,Ampinonide,December,2019,Hospital,Private,2480.0
24867,Interfestar,May,2019,Hospital,Private,2480.0
8007,Ampinonide,August,2017,Pharmacy,Institution,2480.0
13895,Claricriptine Adaferol,September,2020,Pharmacy,Institution,2475.0
7820,Amphesirox,August,2018,Hospital,Private,2475.0
391,Abobozolid,April,2019,Hospital,Private,2475.0
