,Product Name,Year,Month,Sales
5176,Factofribrate,2020,January,220968.0
11027,Vibratosine Alemtrace,2019,September,220849.0
4360,Dexmeprazole Transnuvia,2020,January,220500.0
1296,Albuterenone,2017,April,220416.0
5506,Formolovir Amanferon,2019,October,220414.0
4515,Diprotaine,2017,February,220374.0
2983,Bexridol,2017,March,220320.0
10322,Thalilamide,2017,December,220170.0
1073,Agalsiline,2018,July,220160.0
10605,Topipizole,2020,November,220064.0
8085,Pazofenac,2018,November,220047.0
3770,Comzyme,2019,December,220020.0
4361,Dexmeprazole Transnuvia,2020,July,219960.0
1933,Amlominphen Dexanovate,2018,August,219912.0
8891,Raparidol,2017,September,219725.0
949,Afinitasol,2020,August,219648.0
2698,Aspinavir Silovance,2017,October,219600.0
2538,Araxetine,2020,June,219600.0
10469,Tiaracil,2017,July,219437.30669
6461,Ketamara Evogel,2019,July,218944.0
340,Aciprex,2017,January,218920.0
4226,Dexacilin Triline,2017,December,218913.0
3001,Bexridol,2019,August,218880.0
10445,Thionide,2019,July,218768.0
2762,Atomorelin,2019,December,218670.0
2847,Belavarix Benzabicin,2018,February,218377.0
3859,Cortirodine Alimcline,2018,March,218368.0
5776,Hepavice,2018,January,218260.0
2543,Araxetine,2020,September,218250.0
1631,Alisteride Pemidizem,2020,September,218190.0
5475,Formolovir Amanferon,2017,February,218122.0
3658,Clinolan Pitoletra,2017,October,218010.0
5700,Halciramine,2020,April,217997.0
8486,Proprabax,2020,December,217856.0
5743,Hemavate Spirolinum,2019,March,217770.0
5387,Finanel,2017,September,217536.0
8044,Paronium Atracustone,2019,January,217350.0
2527,Araxetine,2019,March,217350.0
3121,Ceftatana Serolamide,2017,August,217175.0
6239,Interfeferon Aspipex,2020,September,217152.0
10443,Thionide,2019,February,217073.0
9979,Symdocet,2020,March,216670.0
4283,Dexmebital Acanplan,2017,September,216580.0
2647,Asparathasone Unipan,2017,March,216495.0
8084,Pazofenac,2018,May,216111.0
11320,Zithrotrol,2020,January,215912.0
3860,Cortirodine Alimcline,2018,May,215808.0
8280,Presetron,2019,April,215784.0
6053,Immurenol Temarate,2017,July,215736.0
7827,Novakyn Tracprox,2017,February,215712.0
4608,Dorzovorin Pentadarone,2017,April,215660.0
2848,Belavarix Benzabicin,2018,January,215102.0
11210,Xenaminphen,2019,December,215085.0
7094,Lovavatol Azelavarix,2020,December,215074.0
8377,Primatate Univatol,2019,August,215000.0
7803,Nisorase,2019,February,214971.0
3764,Comzyme,2018,May,214890.0
7898,Oxymotroban Fexoformin,2019,December,214802.0
9670,Stelazolid,2018,October,214766.0
7111,Lovephilus,2017,March,214758.0
4239,Dexacilin Triline,2018,February,214398.0
11450,Zynosine,2019,December,214304.0
8040,Paronium Atracustone,2019,April,214038.0
7850,Novakyn Tracprox,2019,December,213984.0
5146,Factofribrate,2017,October,213444.0
4394,Diaxolol,2019,December,213435.0
3849,Cortirodine Alimcline,2017,November,213376.0
10459,Thionide,2020,March,213118.0
10909,Ultrimax Ultriset,2018,August,213048.0
5873,Ibruferon,2018,July,213036.0
9812,Symbiroban,2018,May,213012.0
8791,Quixitriptan Alanesin,2017,March,212905.0
2826,Atrabicin Alkerotec,2020,June,212895.0
6948,Lioletine Refliruvax,2020,April,212715.0
11441,Zynosine,2018,July,212676.0
11215,Xenaminphen,2019,March,212550.0
11219,Xenaminphen,2019,September,212550.0
5721,Hemavate Spirolinum,2017,November,212520.0
10935,Ultrimax Ultriset,2020,February,211972.0
4072,Dantolac Pazocor,2020,January,211548.0
9823,Symbiroban,2019,March,211548.0
9794,Symbiroban,2017,December,211548.0
7274,Magneprex,2019,December,211310.0
2669,Asparathasone Unipan,2019,July,211140.0
5220,Factolamide,2020,April,211140.0
8067,Pazofenac,2017,February,211068.0
3343,Choriogestrel,2019,March,210976.0
7851,Novakyn Tracprox,2019,February,210816.0
5514,Formolovir Amanferon,2020,June,210673.0
11232,Zarostral,2017,April,210654.0
7925,Palodizem,2017,July,210648.0
8139,Penitrana,2019,February,210325.0
2978,Bexridol,2017,December,210320.0
9482,Sevotrana Tiafoxin,2019,December,210220.0
8834,Ranediol,2017,December,209723.0
2793,Atrabicin Alkerotec,2017,November,209658.0
10874,Trazozaprine,2019,December,209568.0
10929,Ultrimax Ultriset,2019,November,209551.0
259,Acantaine,2018,March,209352.0
916,Afinitasol,2017,January,209352.0
7956,Palodizem,2020,April,209241.0
9831,Symbiroban,2020,February,209108.0
3751,Comzyme,2017,March,209076.0
947,Afinitasol,2019,September,209066.0
748,Adriacaine,2019,January,209019.0
3786,Comzyme,2020,June,208962.0
1771,Alpradipine,2020,March,208705.0
8450,Proprabax,2017,December,208640.0
11416,Zonixamine Immulinum,2020,January,208600.0
9486,Sevotrana Tiafoxin,2019,June,208380.0
1283,Albudazole Erobloc,2019,September,208310.0
4211,Decidenu Galantrigine,2019,September,208270.0
2856,Belavarix Benzabicin,2019,April,208159.0
4729,Duraprazole Agalsixolol,2019,August,208125.0
3404,Choriotrisin,2020,May,208032.0
1343,Albuterenone,2020,September,207952.0
6255,Interfestar,2018,February,207948.0
2238,Antaparin Varizyme,2019,June,207765.0
10116,Temasone Thiobucil,2020,April,207742.0
8874,Ranediol,2020,June,207718.0
1101,Agalsiline,2020,November,207360.0
3866,Cortirodine Alimcline,2019,December,207360.0
7816,Nisorase,2020,January,207111.0
2798,Atrabicin Alkerotec,2018,December,206919.0
5741,Hemavate Spirolinum,2019,July,206850.0
5836,Hydroxyprosyn,2019,January,206800.0
5545,Fosinofen,2019,August,206745.0
6944,Lioletine Refliruvax,2019,May,206625.0
4124,Darlofen,2020,May,206566.0
3114,Brimorix Amonine,2020,June,206562.0
9808,Symbiroban,2018,January,206424.0
2660,Asparathasone Unipan,2018,May,206397.0
9352,Saprodeine Zanprosyn,2020,January,206185.0
9776,Sumanazole,2019,May,205781.0
5482,Formolovir Amanferon,2017,October,205707.0
5370,Feruprazole,2020,June,205620.0
3440,Ciclonazol,2019,May,205458.0
10986,Veratorol Ciclovatol,2020,June,205436.0
2090,Ampysin,2019,December,205335.0
5708,Halciramine,2020,May,205318.0
5076,Exexone,2020,April,205301.0
295,Acelimus,2017,March,205150.0
5086,Exexone,2020,October,205062.0
3430,Ciclonazol,2018,October,204974.0
5142,Factofribrate,2017,June,204930.0
3310,Ceretosine,2020,October,204771.0
7906,Oxymotroban Fexoformin,2019,October,204726.0
7886,Oxymotroban Fexoformin,2018,December,204726.0
1182,Aggretisol,2019,June,204622.0
9027,Relenvice,2017,February,204255.0
2640,Asparathasone Unipan,2017,April,204255.0
8108,Pazofenac,2020,May,204180.0
6469,Ketamara Evogel,2020,August,204160.0
9265,Sanctumine,2017,August,203981.0
4538,Diprotaine,2019,December,203980.77551
1276,Albudazole Erobloc,2019,January,203806.0
2923,Benzoprox,2020,March,203628.0
7400,Megenorphine,2017,May,203412.0
5696,Halciramine,2019,May,203149.68342000002
3749,Comzyme,2017,July,202806.0
9887,Symbisine Prednimadin,2020,September,202768.0
5769,Hepavice,2017,November,202580.0
11238,Zarostral,2017,June,202476.0
8787,Quixitriptan Alanesin,2017,February,202398.0
5919,Ibrulinum,2018,February,202350.0
1898,Amcibax Amcikeran,2019,December,202311.102041
4510,Diprolimus,2020,October,202246.0
5841,Hydroxyprosyn,2019,November,202180.0
543,Acycpex,2018,February,201960.0
8073,Pazofenac,2017,November,201843.0
5912,Ibrulinum,2017,May,201780.0
10750,Travoloride,2020,October,201745.0
7338,Malavirine Alimdine,2020,June,201721.0
5332,Feruprazole,2017,January,201250.0
4237,Dexacilin Triline,2018,August,201240.0
10252,Tetalamide,2019,January,201240.0
135,Abobozolid,2020,February,201150.0
884,Afaxacin,2018,May,200520.0
5614,Ganineva Agenium,2020,October,200460.0
11151,Xenaderal,2018,February,200284.0
5888,Ibruferon,2019,May,200080.0
7804,Nisorase,2019,January,200037.0
9737,Sucprine Specbalamin,2020,July,200018.0
382,Aciprex,2020,October,199975.0
9884,Symbisine Prednimadin,2020,May,199728.0
11174,Xenaderal,2020,December,199662.0
3778,Comzyme,2019,October,199386.0
8286,Presetron,2019,June,199368.0
9842,Symbisine Prednimadin,2017,December,199120.0
10574,Topipizole,2018,December,199088.0
11433,Zynosine,2017,November,198986.0
3581,Clindaracil,2019,July,198950.0
5598,Ganineva Agenium,2019,June,198900.0
8875,Ranediol,2020,March,198896.0
5822,Hydroxyprosyn,2018,December,198880.0
8203,Pentastrin,2020,March,198800.0
3649,Clinolan Pitoletra,2017,August,198770.0
2014,Amphesirox,2020,October,198725.0
5367,Feruprazole,2020,February,198605.0
5803,Hepavice,2020,March,198380.0
4745,Duraprazole Agalsixolol,2020,July,198375.0
9357,Saprodeine Zanprosyn,2020,November,198230.0
7273,Magneprex,2019,August,198220.0
1822,Amamadin,2020,October,198214.0
3493,Claricriptine Adaferol,2020,August,198198.0
4634,Dorzovorin Pentadarone,2019,December,198112.0
5480,Formolovir Amanferon,2017,May,198067.0
133,Abobozolid,2020,August,198000.0
11302,Zithrotrol,2018,October,197828.0
5933,Ibrulinum,2019,July,197790.0
3410,Ciclonazol,2017,December,197714.0
5353,Feruprazole,2019,August,197685.0
10458,Thionide,2020,June,197637.0
1756,Alpradipine,2019,January,197580.0
255,Acantaine,2018,February,197538.0
8093,Pazofenac,2019,July,197538.0
1532,Alglutriptan,2020,May,197456.0
11316,Zithrotrol,2020,April,197417.0
8443,Proderal,2020,March,197370.0
11459,Zynosine,2019,September,197358.0
3560,Clindaracil,2017,May,197220.0
7935,Palodizem,2018,February,197181.0
4696,Doxivorin,2020,January,197112.0
8478,Proprabax,2019,June,197056.0
11038,Vibratosine Alemtrace,2020,October,196908.0
6044,Imiformin Transmunex,2020,May,196800.0
989,Afluferon Entrarenone,2019,July,196768.0
4351,Dexmeprazole Transnuvia,2019,March,196740.0
1109,Aggrakine,2017,July,196648.0
3103,Brimorix Amonine,2019,March,196612.0
2722,Aspinavir Silovance,2019,October,196542.0
10596,Topipizole,2020,April,196512.0
5072,Exexone,2019,May,196458.0
9318,Saprodeine Zanprosyn,2017,June,196295.0
10547,Topifribrate,2019,September,196236.0
7965,Palodizem,2020,November,196176.0
6273,Interfestar,2019,November,196168.0
1488,Alglutriptan,2017,April,195951.0
7440,Menogine,2017,April,195888.0
2654,Asparathasone Unipan,2018,December,195687.0
7868,Novakyn Tracprox,2020,May,195552.0
5751,Hemavate Spirolinum,2020,February,195510.0
365,Aciprex,2019,July,195344.0
4280,Dexmebital Acanplan,2017,May,195330.0
10975,Veratorol Ciclovatol,2019,March,195272.0
3823,Cordamectin Actolamin,2019,March,195244.0
4732,Duraprazole Agalsixolol,2019,January,195000.0
2424,Apronazol,2019,April,194936.0
4564,Docstryl Rivacin,2017,January,194883.0
5341,Feruprazole,2018,August,194465.0
9833,Symbiroban,2020,July,194346.0
5405,Finanel,2019,July,194258.0
3444,Ciclonazol,2020,April,193963.0
3651,Clinolan Pitoletra,2017,February,193830.0
4846,Effigine Propraprex,2020,October,193778.0
2760,Atomorelin,2019,April,193695.0
4076,Dantolac Pazocor,2020,May,193630.0
8066,Pazofenac,2017,December,193233.0
2480,Aquamycin Lacoran,2019,May,193200.0
5137,Factofribrate,2017,August,192951.0
5504,Formolovir Amanferon,2019,May,192910.0
4622,Dorzovorin Pentadarone,2018,December,192864.0
1239,Alarudin Azarolac,2020,February,192780.0
6763,Lacoplex Hyaluvance,2020,March,192718.0
5404,Finanel,2019,January,192610.0
2838,Belavarix Benzabicin,2017,June,192570.0
4225,Dexacilin Triline,2017,August,192468.0
4308,Dexmebital Acanplan,2020,April,192270.0
7961,Palodizem,2020,July,192156.0
10973,Veratorol Ciclovatol,2019,July,192038.0
3586,Clindaracil,2019,October,192030.0
5343,Feruprazole,2018,February,191820.0
980,Afluferon Entrarenone,2018,May,191568.0
10438,Thionide,2018,October,191535.0
7096,Lovavatol Azelavarix,2020,January,191330.0
10416,Thionide,2017,April,191309.0
11332,Zonitonin,2017,January,191142.0
11451,Zynosine,2019,February,191142.0
2991,Bexridol,2018,February,191120.0
9503,Sevotrana Tiafoxin,2020,September,190900.0
3529,Claripenem,2019,August,190848.0
10953,Veratorol Ciclovatol,2017,November,190652.0
11356,Zonitonin,2019,January,190624.0
2284,Antilamin Clinbital,2019,January,190568.0
2110,Ampysin,2020,October,190512.0
5515,Formolovir Amanferon,2020,March,190427.0
111,Abobozolid,2018,February,190425.0
7252,Magneprex,2017,January,190366.0
7264,Magneprex,2018,January,190366.0
7204,Magnemunex,2017,January,190164.0
3019,Bexridol,2020,March,190160.0
7953,Palodizem,2019,November,190146.0
9526,Sodinel Olofribrate,2018,October,190050.0
2664,Asparathasone Unipan,2019,April,190026.0
4216,Decidenu Galantrigine,2020,January,189980.0
10152,Tesnorphine Silotamine,2019,April,189805.0
9832,Symbiroban,2020,January,189344.0
7900,Oxymotroban Fexoformin,2019,January,189154.0
10568,Topipizole,2017,May,189152.0
410,Aclonuma,2019,December,189126.0
5949,Ibrulinum,2020,November,189050.0
3637,Clinicilin Pentozone,2020,August,188608.0
1311,Albuterenone,2018,February,188436.0
10590,Topipizole,2019,June,188416.0
3606,Clinicilin Pentozone,2017,June,188384.0
5878,Ibruferon,2018,October,188272.0
3973,Cyclovital,2020,August,188206.0
8065,Pazofenac,2017,August,187944.0
10471,Tiaracil,2017,March,187920.0
7342,Malavirine Alimdine,2020,October,187915.0
2290,Antilamin Clinbital,2019,October,187912.0
9671,Stelazolid,2018,September,187829.0
11243,Zarostral,2017,September,187671.0
9311,Sanctumine,2020,September,187591.0
9208,Robapril,2020,January,187542.0
2070,Ampysin,2017,June,187353.0
5725,Hemavate Spirolinum,2018,August,187320.0
10155,Tesnorphine Silotamine,2019,February,187253.0
10026,Syntheruvax Proracin,2020,June,187136.0
5723,Hemavate Spirolinum,2017,September,187110.0
1476,Algluconium Dorzofoxin,2020,April,186966.0
1754,Alpradipine,2019,December,186900.0
11236,Zarostral,2017,January,186684.0
4627,Dorzovorin Pentadarone,2018,March,186632.0
1937,Amlominphen Dexanovate,2018,July,186592.0
5896,Ibruferon,2020,January,186550.0
11249,Zarostral,2018,July,186543.0
8146,Penitrana,2019,October,186518.0
8144,Penitrana,2019,May,186501.33198000002
8196,Pentastrin,2020,April,186375.0
6730,Lacoplex Hyaluvance,2017,October,186372.0
1083,Agalsiline,2019,February,186176.0
11463,Zynosine,2020,February,186036.0
2839,Belavarix Benzabicin,2017,March,185889.0
3481,Claricriptine Adaferol,2019,August,185790.0
647,Adideine,2018,September,185772.0
4320,Dexmeprazole Transnuvia,2017,April,185760.0
7826,Novakyn Tracprox,2017,December,185760.0
6661,Kinovatol,2020,August,185740.0
3874,Cortirodine Alimcline,2019,October,185728.0
6176,Interfedox Pilobamol,2019,May,185701.116943
4128,Dasagestin,2017,April,185666.0
5607,Ganineva Agenium,2020,February,185640.0
4709,Duraprazole Agalsixolol,2017,July,185625.0
8598,Pulmodiol Adalaxime,2017,June,185130.0
3105,Brimorix Amonine,2019,November,185070.0
994,Afluferon Entrarenone,2019,October,185016.0
894,Afaxacin,2019,June,184980.0
1684,Alpharolac,2017,January,184951.0
3268,Ceretosine,2017,January,184877.0
2040,Ampinonide,2019,April,184760.0
1986,Amphesirox,2018,June,184725.0
10684,Tracdomide,2019,January,184676.0
3497,Claricriptine Adaferol,2020,July,184602.0
11253,Zarostral,2018,November,184569.0
2830,Atrabicin Alkerotec,2020,October,184509.0
4507,Diprolimus,2020,March,184494.0
7498,Metapatch,2017,October,184398.0
532,Acycpex,2017,January,184110.0
1173,Aggretisol,2018,November,183924.0
1515,Alglutriptan,2019,February,183911.0
912,Afinitasol,2017,April,183898.0
8128,Penitrana,2018,January,183833.0
3351,Choriogestrel,2020,February,183563.0
3650,Clinolan Pitoletra,2017,December,183560.0
137,Abobozolid,2020,July,183525.0
4232,Dexacilin Triline,2017,May,183438.0
1812,Amamadin,2020,April,183241.0
10956,Veratorol Ciclovatol,2018,April,183106.0
9495,Sevotrana Tiafoxin,2020,February,183080.0
4328,Dexmeprazole Transnuvia,2017,May,183060.0
9582,Solasteride,2019,June,183040.0
5028,Ergomethate,2020,April,183012.0
8019,Paronium Atracustone,2017,February,182988.0
7876,Oxymotroban Fexoformin,2017,January,182742.0
8050,Paronium Atracustone,2019,October,182574.0
8742,Quiniprosyn,2017,June,182450.0
110,Abobozolid,2018,December,182250.0
4519,Diprotaine,2017,March,182214.0
5333,Feruprazole,2017,July,182160.0
2210,Antaparin Varizyme,2017,December,182115.0
4399,Diaxolol,2019,March,182070.0
5158,Factofribrate,2018,October,182061.0
9970,Symdocet,2019,October,181890.0
8827,Quixitriptan Alanesin,2020,March,181858.0
7036,Lovapur,2019,January,181830.0
1160,Aggretisol,2017,May,181828.0
8870,Ranediol,2020,December,181653.0
7615,Microroban Afatigomar,2019,March,181640.0
260,Acantaine,2018,May,181632.0
11206,Xenaminphen,2018,October,181350.0
7937,Palodizem,2018,July,181302.0
11425,Zynosine,2017,August,181078.0
1289,Albudazole Erobloc,2020,July,180723.0
9796,Symbiroban,2017,January,180682.0
975,Afluferon Entrarenone,2018,February,180336.0
772,Adriafinil Ehtymara,2017,January,180295.0
11365,Zonitonin,2020,August,180264.0
1015,Afretosine,2017,March,180184.0
8270,Presetron,2018,December,180144.0
2080,Ampysin,2018,January,180063.0
1007,Afluferon Entrarenone,2020,September,180024.0
3753,Comzyme,2017,November,180006.0
8367,Primatate Univatol,2018,February,179912.0
11233,Zarostral,2017,August,179775.0
938,Afinitasol,2019,December,179608.0
8076,Pazofenac,2018,April,179580.0
1963,Amlominphen Dexanovate,2020,March,179571.0
11262,Zarostral,2019,June,179493.0
11282,Zithrotrol,2017,December,179470.0
6749,Lacoplex Hyaluvance,2019,July,179358.0
8911,Raparidol,2019,March,179333.0
10983,Veratorol Ciclovatol,2020,February,178948.0
995,Afluferon Entrarenone,2019,September,178672.0
4064,Dantolac Pazocor,2019,May,178602.0
5149,Factofribrate,2018,August,178497.0
6040,Imiformin Transmunex,2020,January,178400.0
9422,Sevoderm,2018,December,178347.0
10016,Syntheruvax Proracin,2019,May,178192.0
5898,Ibruferon,2020,June,178186.0
7062,Lovavatol Azelavarix,2017,June,178080.0
1327,Albuterenone,2019,March,178022.0
8975,Rebedase Aplencor,2020,September,178020.0
7068,Lovavatol Azelavarix,2018,April,177762.0
7897,Oxymotroban Fexoformin,2019,August,177704.0
11414,Zonixamine Immulinum,2020,December,177608.0
1619,Alisteride Pemidizem,2019,September,177590.0
2244,Antaparin Varizyme,2020,April,177498.0
272,Acantaine,2019,May,177408.0
2091,Ampysin,2019,February,177390.0
6333,Interzide,2020,November,177240.0
6274,Interfestar,2019,October,177196.0
2346,Aprerase,2020,June,177144.0
1198,Aggretisol,2020,October,177112.0
3645,Clinicilin Pentozone,2020,November,177072.0
9338,Saprodeine Zanprosyn,2019,December,176730.0
2092,Ampysin,2019,January,176661.0
9867,Symbisine Prednimadin,2019,February,176624.0
1603,Alisteride Pemidizem,2018,March,176540.0
8288,Presetron,2019,May,176472.0
3600,Clinicilin Pentozone,2017,April,176288.0
11269,Zarostral,2020,August,176250.0
6899,Lansostral Acgestin,2019,September,176187.0
11294,Zithrotrol,2018,December,176182.0
3593,Clindaracil,2020,July,175941.0
10470,Tiaracil,2017,June,175932.0
657,Adideine,2019,November,175602.0
6122,Insozyme,2019,December,175540.0
11178,Xenaderal,2020,June,175404.0
11285,Zithrotrol,2017,July,175086.0
4614,Dorzovorin Pentadarone,2017,June,174988.0
6279,Interfestar,2020,February,174964.0
563,Acycpex,2019,September,174930.0
5388,Finanel,2018,April,174894.0
10920,Ultrimax Ultriset,2019,April,174850.0
1304,Albuterenone,2017,May,174742.0
4537,Diprotaine,2019,August,174582.0
3340,Choriogestrel,2019,January,174541.0
844,Adtiza Gammaluble,2019,January,174472.0
7628,Microroban Afatigomar,2020,May,174470.0
